,Course Name,State,County,City,Street,Zip Code,Website,Email,Phone,Green Fees Weekend,Green Fees Weekday,Year Built,Annual Rounds,Manager,Club Pro,Superintendant,Guest Policy,Holes
717,Third First Course at Bayou Barriere Golf Club,LA,Plaquemines,Belle Chasse,7427 Hwy 23,70037-1503,,,504-394-9500,$40.00,$29.00,,N/A,Todd Murray,Tom Monkl,Tom Eschet,Open,27
718,Palmetto Country Club,LA,Bossier,Benton,4200 Palmetto Rd,71006-9215,http://www.palmettocountryclub.com,,318-965-2400,$45.00,$30.00,1950,"32,000 (estimated)",Steve Polk,David Martinez,Jason McDonald,Reciprocal,18
719,Meadow Lake Golf & Country Club,LA,Union,Bernice,Hwy 550,71222-,,,318-285-7425,$12.00,$10.00,1984,"37,000 (estimated)",David Yarborough,David Yarborough,Joe Jones,Open,9
720,St. Mary Golf & Country Club,LA,Saint Mary,Berwick,585 Fairview Dr,70342-,,berwickgolf@geocities.com,504-384-8500,$18.00,$18.00,1949,N/A,Tillman Simmons,Tillman Simmons,Tillman Simmons,Reciprocal,9
721,Bogalusa Country Club,LA,Washington,Bogalusa,1003 Mississippi Ave,70427-,,,504-735-6546,$16.00,$13.00,1940,N/A,Jessie Duncan,Jessie Duncan,Shelby McKenzie,Closed,9
722,Barksdale AFB Golf Course,LA,Bossier,Bossier City,185 Bossier Rd,71111-,http://www.barksdaleservices.com/golfcourse.htm,larrybusch@barksdale.af.mil,318-456-3832,$18.00,$18.00,1940,"55,000 (estimated)",Larry Busch,Larry Busch,Bill Vandergrift,Closed,18
723,Golf Club at StoneBridge,LA,Bossier,Bossier City,301 Stonebridge Blvd,71111-8165,,,318-747-2004,$50.00,$40.00,1999,"25,000 (estimated)",Jay Watson,Peter Lockwood,Ken Bowman,Open,18
724,Hidden Oaks Golf Course,LA,Plaquemines,Braithwaite,200 Oak Dr,70040-1825,,,504-682-2685,$30.00,$23.00,1966,N/A,Emmet Buras,Felix Nunez,Jesse LeBlanc,Open,18
725,Cajun Pine Golf Club,LA,Acadia,Branch,Hwy 365,70516-,,,318-334-9904,$8.00,$6.00,1974,"24,499 (estimated)",Al Larriviere,Al Larriviere,Al Larriviere,Open,9
726,Le Triomphe Golf Club,LA,Lafayette,Broussard,100 Club Blvd,70518-,,,318-856-6755,$65.00,$65.00,1985,N/A,Chuck Newsome,David Church,Pat Ardoin,Reciprocal,18
727,West Side Golf Club,LA,West Baton Rouge,Brusly,5351 Choctaw Rd,70719-2324,,,225-749-8832,$16.00,$10.00,1965,N/A,Skip Wheeler,Skip Wheeler,Man Little,Open,18
728,Avoyelles Golf Club,LA,Avoyelles,Bunkie,200 Golf Course Rd,71322-4264,,,318-346-6245,$15.00,$10.00,1963,"16,000 (estimated)",Tommy Scencer,Tommy Spencer,Don Guillot,Open,9
729,Spanish Trail Golf Club,LA,Saint Martin,Cade,1655 Old Spanish Trl,70519-,,,318-364-2263,$22.50,$16.50,1955,"35,000 (estimated)",Gary Barras,Mark Popp,Kenneth Fabre,Open,18
730,Calvert Crossing Golf Club,LA,West Ouachita,Calhoun,515 Hodge Watson Rd,71201-7921,http://www.audubontrail.com/courses/index.asp?id=8,,318-397-9191,$53.00,$45.00,N/A,N/A,Joel Pitcavage,Joel Pitcavage,Brian Mull,Reciprocal,18
731,Pine Hills Country Club,LA,Ouachita,Calhoun,395 Britton Rd,71225-8502,,,318-644-5370,$35.00,$30.00,1974,N/A,Dave Dubui,Dave Dubui,Dave Dubai,Reciprocal,18
732,Farm Golf Club,LA,Lafayette,Carencro,1235 Beau Basin Rd,70520-,http://www.thefarmlinks.com,,337-886-2227,$57.00,$47.00,2003,N/A,Allison Ramsay,Allison Ramsay,N/A,Open,18
733,Covington Country Club,LA,Saint Tammany,Covington,200 Country Club Dr,70433-,,,504-892-1904,$40.00,$30.00,1955,"30,000 (estimated)",Mike McGeever,Mike McGeever,Mike Oliver,Open,18
734,Tchefuncta Country Club,LA,Saint Tammany,Covington,2 Country Club Park,70433-,,,504-892-1949,$45.00,$35.00,1925,"17,000 (estimated)",Vic Dupre,David Gary,Andy Alexander,Reciprocal,18
735,Bayou Bend Country Club,LA,Acadia,Crowley,427 W Hoyt Ave,70526-,,,318-783-3214,$17.00,$12.00,1961,N/A,Jeff Nickel,Jeff Nickel,Jeff Nickel,Open,18
736,Denham Springs Country Club,LA,Livingston,Denham Springs,9852 Country Club Dr,70726-2903,,,225-665-6437,$18.00,$13.00,1956,N/A,Dale Sismore,Art Hannaman,John Hernandez,Reciprocal,9
737,Beauregard Country Club,LA,Beauregard,Deridder,Cecil Doyle Dr,70634-,,,318-463-4444,$18.00,$15.00,1970,N/A,Danny Tilton,Danny Tilton,Danny Tilton,Closed,18
738,Ormond Country Club,LA,Saint Charles,Destrehan,10 Villere Dr,70047-,,,504-764-2257,$30.00,$20.00,1978,"30,000 (estimated)",Will Mulhurn,Steve Schmitt,Paul Alley,Reciprocal,18
739,Riverdale Country Club,LA,Ascension,Donaldsonville,Hwy 18,70346-9601,,,225-473-8566,$17.00,$13.00,1957,N/A,Chris Calvaruso,Smith Ourso,Chuck Lavigne,Closed,9
740,Sandy Hill Golf Club,LA,Lincoln,Dubach,1319 Golf Course Rd,71235-3646,,,318-777-8714,$10.00,$8.00,1968,N/A,Charlie Coltin,Charlie Coltin,Charlie Coltin,Open,9
741,Magnolia Creek Golf Course,LA,East Feliciana,Ethel,2941 Hwy 19,70730-4501,,,225-658-2270,$7.00,$7.00,,N/A,Jeff Russell,Jeff Russell,Jeremy Rayburn,Open,9
742,Eunice Country Club,LA,Saint Landry,Eunice,226 Hwy 190 W,70535-,,,318-457-3273,$12.75,$9.50,1937,N/A,Mitch Pierrotti,Mitch Pierrotti,Mike Bozyone,Open,9
743,Lake DArbonne Country Club,LA,Union,Farmerville,180 Country Club Dr,71241-5054,,,318-368-2474,$20.00,$15.00,1982,N/A,Bill Dunkin,Bill Dunkin,Bill Dunkin,Reciprocal,9
744,Panola Woods Country Club,LA,Concordia,Ferriday,Hwy 65 N,71334-,,,318-757-2301,$20.00,$15.00,1969,N/A,Carolyn Marshall,Carolyn Marshall,Eugene Delaune,Reciprocal,9
745,Emerald Hills Golf Resort,LA,Sabine,Florien,Hwy 171 S,71429-5133,,,318-586-4661,$17.88,$10.35,1970,N/A,Steve Alford,Wade Strahan,Jack Bynum,Open,18
746,Warrior Hills Golf Course,LA,Vernon,Fort Polk,Paterson Dr Building 323,71459-,,,318-531-4661,$14.00,$9.50,,N/A,Danny Tatum,Danny Tatum,James Smith,Closed,18
747,Broken Pine Golf & Country Club,LA,Saint Mary,Franklin,167 Belleview Ln,70538-,,,318-828-2572,$18.00,$13.00,1956,N/A,Preston Romero,Preston Romero,Mark Anslum,Open,9
748,Franklinton Country Club,LA,Washington,Franklinton,46402 Poplarhead Rd,70438-,,,504-839-4195,$18.00,$11.00,1968,"28,000 (estimated)",Raymond Smith,Raymond Smith,Raymond Smith,Open,18
749,Gemstone Plantation Country Club,LA,Washington,Franklinton,266 Gemstone Dr,70438-,,,504-795-8900,$28.00,$28.00,1997,N/A,Charles Toney,Charles Toney,Charles Toney,Open,18
750,Jamieson Plantation Golf,LA,Washington,Franklinton,27024 Hwy 430,70438-,,eaglepro72@aol.com,504-839-7274,$10.00,$5.00,1995,"5,500 (estimated)",David Lindsey,David Lindsey,David Lindsey,Open,9
751,Tidelands Golf & Country Club,LA,Lafourche,Galliano,E 94th St,70354-,,,504-632-3915,$20.00,$15.00,1958,"15,000 (estimated)",Bill Mullican,Bill Mullican,Bill Mullican,Open,9
752,Gonzales Country Club,LA,Ascension,Gonzales,12042 W Main St,70737-6503,,,225-647-2722,$20.00,$10.00,1964,N/A,Woody Brown,Woody Brown,Woody Brown,Reciprocal,9
753,Pelican Point Golf Club,LA,Ascension,Gonzales,6300 Championship Ct,70737-8502,http://www.golfthepoint.com,golfthepoint@eatel.net,225-746-9900,$59.00,$49.00,1998,"45,000 (estimated)",George Jakavic,Matt Goldsmith,Billy Gautreaux,Open,18
754,Caldwell Country Club,LA,Caldwell,Grayson,Us 165 S,71435-,,,318-649-5035,$13.00,$10.90,,N/A,Hoot Reitzell,Hoot Reitzell,Hoot Reitzell,Closed,9
755,Crooked Hollow Golf Club,LA,Caddo,Greenwood,8667 Elysian Fields Rd,71033-2612,,,318-938-5060,$12.50,$9.00,1990,"7,500 (estimated)",Barbara White,N/A,Clay Boddie,Open,18
756,Championship Course at Stonebridge Country Club,LA,Jefferson,Gretna,1500 Stonebridge Dr,70056-,,,504-392-4582,$30.00,$20.00,1984,N/A,George Baker,George Baker,Chris Bourgeois,Reciprocal,27
757,Executive Course at Stonebridge Country Club,LA,Jefferson,Gretna,1500 Stonebridge Dr,70056-,,,504-392-4582,$15.00,$7.50,1984,N/A,George Baker,George Baker,Chris Bourgeois,Reciprocal,27
758,Timberlane Country Club,LA,Jefferson,Gretna,1 Timberlane Dr,70056-,,,504-361-3612,$75.00,$75.00,1962,N/A,Marianne,Ed Selser,Walker Sory,Reciprocal,18
759,Fashion Golf & Country Club,LA,Saint Charles,Hahnville,Courthouse Ln,70057-,,,504-783-6486,$13.00,$10.00,1962,N/A,Jeff Ryan,Nelson Jordan,"Jason LaBorde, Jr.",Open,9
760,Ironwood Golf Center,LA,Tangipahoa,Hammond,15592 West Club Deluxe Rd,70403-,,,504-542-7908,$11.00,$11.00,1996,N/A,Gus Zieske,Gus Zieske,Art Zieske,Open,9
761,Oak Knoll Country Club,LA,Tangipahoa,Hammond,45246 Country Club Rd,70401-,,,985-542-2387,$48.00,$38.52,1923,N/A,Lessley Boyd,Regan Davis,George Sutor,Reciprocal,18
762,Colonial Golf & Country Club,LA,Jefferson,Harahan,42 Colonial Club Dr,70123-4697,,,504-737-0601,$29.00,$19.00,1927,N/A,Missy LaSalle,Chris Tuohey,Duane Marshall,Reciprocal,18
763,Cypress Course at Olde Oaks Golf Club,LA,Bossier,Haughton,60 Golf Club Dr,71037-8609,http://www.oldeoaksgolf.com,mstuart@oldeoaksgolf.com,318-742-0333,$48.00,$43.00,1999,N/A,Martin Stuart,Noah Magryta,Jason Phipps,Open,27
764,Eastland Fairways,LA,Bossier,Haughton,4851 Hwy 80,71037-9459,,,318-949-0161,$10.00,$8.50,1972,"12,000 (estimated)",Barry Hamiter,Barry Hamiter,Barry Hamiter,Open,9
765,Meadow Course at Olde Oaks Golf Club,LA,Bossier,Haughton,60 Golf Club Dr,71037-8609,http://www.oldeoaksgolf.com,mstuart@oldeoaksgolf.com,318-742-0333,$48.00,$43.00,1999,N/A,Martin Stuart,Noah Magryta,Jason Phipps,Open,27
766,Oak Course at Olde Oaks Golf Club,LA,Bossier,Haughton,60 Golf Club Dr,71037-8609,http://www.oldeoaksgolf.com,mstuart@oldeoaksgolf.com,318-742-0333,$48.00,$43.00,1999,N/A,Martin Stuart,Noah Magryta,Jason Phipps,Open,27
767,Advance Country Club,LA,Jackson,Hodge,524 Club House Rd,71247-5200,,,318-259-7247,$20.00,$15.00,1971,N/A,Donna Walsworth,Donna Walsworth,David Harvey,Reciprocal,9
768,Homer Golf Course,LA,Claiborne,Homer,101 Country Club Circle,71040-3929,,,318-927-2929,$10.00,$10.00,1943,N/A,Joe Ellis Michael,Joe Ellis Michael,Joe Ellis Michael,Open,9
769,Colonial Acres Golf Course,LA,Terrebonne,Houma,515 5th St,70364-,,,504-868-5051,$10.00,$10.00,1982,N/A,John Cooper,John Cooper,John Cooper,Open,9
770,Ellendale Country Club,LA,Terrebonne,Houma,3319 Hwy 311,70360-,,eccgolfshop@bellsouth.net,985-876-4394,$50.00,$45.00,1966,"30,000 (estimated)",Rob Bradley,Greg Crain,Carey Spence,Reciprocal,18
771,Southern Oaks Golf Club,LA,Terrebonne,Houma,1000 Bayou Black Dr,70360-,,,504-851-6804,$20.00,$15.00,1923,N/A,Steven Theriot,Tom Rogers,Jim Cenac,Open,9
772,La Salle Golf & Country Club,LA,La Salle,Jena,Hwy 772,71342-,,,318-992-4283,$10.00,$10.00,1957,N/A,Earl Bourgeois,Earl Bourgeois,Gordon Paul,Closed,9
773,Jennings Golf Club,LA,Jefferson Davis,Jennings,602 S Louise,70546-,,,318-824-1274,$20.00,$15.00,1923,N/A,Bill Slocum,Brian LeBlanc,Chief Robinson,Open,18
774,Alpine Meadows Country Club,LA,Caddo,Keithville,5730 Meadowlake Dr,71047-,,,318-925-9547,$16.00,$11.00,1964,"30,000 (estimated)",Tom Gilbert,Tom Gilbert,Tom Gilbert,Open,18
775,Chateau Golf & Country Club,LA,Jefferson,Kenner,3600 Chateau Blvd,70065-2739,,,504-467-1351,$56.55,$51.11,1975,"40,000 (estimated)","Bill Caldwell, Jr.",Bob Faurie,Milton Arceneaux,Reciprocal,18
776,Koasati Pines At Coushatta,LA,Allen,Kinder,300 Koasati Dr,70648-,http://www.koasatipines.com,gzimmermann@gccoushatta.com,337-738-4777,$65.00,$50.00,2002,N/A,Gene Zimmerman,Gene Zimmerman,Doug Miller,Open,18
777,Belle Terre Country Club,LA,Saint John The Baptist,La Place,111 Fairway Dr,70068-,,contactus@clubcorp.com,504-652-5000,$41.00,$30.00,1982,N/A,Jimmy Stuart,Bob Hasbrock,Jerry Anderson,Open,18
778,Riverlands Golf & Country Club,LA,Saint John The Baptist,La Place,500 Fairway Dr,70068-,,,504-652-6316,$30.00,$20.00,1960,"36,000 (estimated)",Shawn Rose,Rick Miller,Randy Smith,Reciprocal,18
779,Acadian Hills Golf Course,LA,Lafayette,Lafayette,500 Nw Frontage Rd,70501-,http://www.acadianhills.com,golf@acadiahills.com,318-232-1979,$26.00,$21.00,1961,"50,000 (estimated)",Buddy Guillory,Brett Guillot,Eldridge Menard,Reciprocal,18
780,Jay & Lionel Herbert Municipal Golf Course,LA,Lafayette,Lafayette,1121 Mudd Ave,70501-,,,318-291-5557,$10.00,$10.00,1925,N/A,Michael Guidry,Michael Guidry,Robert Vonderheide,Open,18
781,Oakbourne Country Club,LA,Lafayette,Lafayette,3700 E Simcoe St,70501-,,,318-235-6470,$75.00,$75.00,1956,"35,000 (estimated)",Mike Unsworth,Cliff Wagner,Jack Lawrence,Reciprocal,18
782,Par Three Course at Links of Lafayette,LA,Lafayette,Lafayette,1040 E Broussard Rd,70508-,,,318-984-1556,$8.00,$8.00,1993,N/A,Paul Domingue,Clyde Melancon,David Domingue,Open,18
783,Regulation Course at Links of Lafayette,LA,Lafayette,Lafayette,1040 E Broussard Rd,70508-,,,318-984-1556,$8.00,$8.00,,N/A,Paul Domingue,Clyde Melancon,David Domingue,Open,18
784,Eagles & Birdies Family Golf Complex,LA,Calcasieu,Lake Charles,7795 Lake St,70605-,,,318-478-1160,$9.00,$9.00,1999,N/A,Darrell Guillory,Darrell Guillory,Darrell Guillory,Open,18
785,Gray Plantation,LA,Calcasieu,Lake Charles,6150 Graywood Pkwy,70605-,http://www.audubontrail.com/courses/index.asp?id=7,,337-474-7733,$48.00,$44.00,N/A,N/A,Neel DeRouen,Jared LaBouef,Scott Ledet,Open,18
786,Lake Charles Country Club,LA,Calcasieu,Lake Charles,3350 Country Club Rd,70605-,,,318-477-0047,$60.00,$45.00,1956,"28,000 (estimated)",Dave Kaspar,Don Meadows,Chris McCallum,Reciprocal,18
787,Mallard Cove Golf Course,LA,Calcasieu,Lake Charles,Chenault Air Base,70601-,,,318-491-1204,$14.50,$11.25,1976,"63,000 (estimated)",Scott Reeves,Scott Reeves,Jerome Fontenot,Open,18
788,Pine Shadows Golf Center,LA,Calcasieu,Lake Charles,750 N Goodman Rd,70615-,,,318-433-8681,$14.00,$10.50,1970,"60,000 (estimated)",Don Meadows,Don Meadows,Leroy Deresse,Open,18
789,Lake Providence Country Club,LA,East Carroll,Lake Providence,Hwy 134,71254-5216,,,318-559-2650,$15.00,$8.00,1950,N/A,Ricky Bagbey,Ricky Bagbey,Ricky Bagbey,Closed,9
790,Leesville Municipal Golf Course,LA,Vernon,Leesville,Country Club Rd And Hwy 171 N,71446-,,,318-239-2526,$6.00,$5.00,1930,N/A,William Jackson,William Jackson,William Jackson,Open,9
791,Willowdale Country Club,LA,Saint Charles,Luling,500 Willowdale Blvd,70070-,,,504-785-2478,$24.50,$12.50,1968,"25,000 (estimated)",Mary Joe Cyrus,Doug Farr,Bret Vitrano,Open,18
792,Magnolia Course at Beau Chene Country Club,LA,Saint Tammany,Mandeville,9 Beau Chene Dr,70448-,,,504-845-3572,$50.00,$40.00,1983,"50,000 (estimated)",Fred Schroeder,Fred Schroeder,Steve Alexander,Reciprocal,36
793,Oak Course at Beau Chene Country Club,LA,Saint Tammany,Mandeville,9 Beau Chene Dr,70448-,,,504-845-3572,$50.00,$40.00,1975,"50,000 (estimated)",Fred Schroeder,Fred Schroeder,Steve Alexander,Reciprocal,36
794,Mansfield Golf & Country Club,LA,De Soto,Mansfield,Oxford Rd,71052-5168,,,318-872-2959,$15.00,$15.00,1921,N/A,Bill Bunyard,Bill Bunyard,Bill Bunyard,Reciprocal,9
795,Cypress Bend Golf Club At Cypress Bend Golf Resort,LA,Sabine Parish,Many,1719 Cypress Bend Pkwy,71449-,http://www.cypressbend.com,golf@cypressbend.com,318-256-0346,$55.00,$42.00,1996,"27,000 (estimated)",Marshall Tullos,Tate Zyroll,Mike Allen,Open,18
796,Spring Bayou Golf & Country Club,LA,Avoyelles,Marksville,1182 Spring Bayou Rd,71351-,,,318-253-9264,$11.00,$11.00,1963,N/A,Larry Dubea,Larry Dubea,Larry Dubea,Open,9
797,Tamahka Trails,LA,Avoyelles Parish,Marksville,222 Slim Lemoine Rd,71351-6002,,avorlw2@paragoncasinoresort.com,800-946-1946,$55.00,$45.00,2000,"22,500 (estimated)",Eric W. Leith,Eric W. Leith,"Thomas ""Tex"" Reed",Open,18
798,Metairie Country Club,LA,Jefferson,Metairie,580 Woodvine Ave,70005-4498,,,504-833-4671,$55.00,$45.00,1922,N/A,Greg Core,Greg Core,Otto Sutor,Reciprocal,18
799,Pine Hills Country Club,LA,Webster,Minden,Off Homer Rd,71055-3057,,,318-377-3024,$16.00,$16.00,1952,N/A,Patrick Nation,Patrick Nation,Al Carter,Closed,9
800,Bayou DeSiard Golf Course,LA,Ouachita,Monroe,3501 Forsythe Ave,71201-2119,http://www.bayoudesiardcc.com,,318-322-2127,$50.00,$40.00,1949,N/A,N/A,John Pruitt,Michael Simpson,Reciprocal,18
801,Chennault Park Golf Course,LA,Ouachita,Monroe,8475 Millhaven Rd,71203-,,,318-329-2454,$14.00,$13.00,1975,N/A,Jim Kwasinski,Jimmy Guthrie,Jim Kwasinski,Open,18
802,Frenchmans Bend Golf & Country Club,LA,Ouachita,Monroe,1484 Frenchman's Bend Rd,71203-8766,,,318-387-2363,$56.00,$45.00,1994,"30,000 (estimated)",Billy Perot,Jimmy Guthrie,Duane Marshall,Open,18
803,Bayouside Golf Club,LA,Assumption,Napoleonville,Hwy 1,70390-,,,504-369-7676,$18.00,$12.00,1965,N/A,Craig Cavalier,Craig Cavalier,Craig Cavalier,Open,9
804,Natchitoches Country Club,LA,Natchitoches,Natchitoches,955 Hwy 3191,71457-7505,,,318-352-5538,$20.00,$20.00,1975,N/A,Rick Etchell,Rick Etchell,Robert Weaver,Reciprocal,9
805,Northwestern Hills Golf Course,LA,Natchitoches,Natchitoches,Nsu Recreation Complex Hwy 1 Byp,71497-,,,318-357-3207,$8.00,$6.00,1980,"27,000 (estimated)",William Ackel,William Ackel,William Ackel,Open,9
806,Plantation Steeple Course at Squirrel Run Golf Club,LA,Iberia,New Iberia,500 Darby Ln,70560-,http://www.squirrel-run.com,info@squirrel-run.com,318-367-0863,$50.00,$34.00,1988,"40,000 (estimated)",Craig Leleux,Douglas Bulliard,Eric Indest,Open,27
807,Steeple Woods Course at Squirrel Run Golf Club,LA,Iberia,New Iberia,500 Darby Ln,70560-,http://www.squirrel-run.com,info@squirrel-run.com,318-367-0863,$50.00,$34.00,1988,"40,000 (estimated)",Craig Leleux,Douglas Bulliard,Eric Indest,Open,27
808,Sugar Oaks Golf & Country Club,LA,Iberia,New Iberia,4002 Sugar Oaks Rd,70563-,,,318-364-7611,$18.00,$12.00,1970,N/A,Teddy Sliman,Teddy Sliman,Scott Brechrada,Open,18
809,Woods Plantation Course at Squirrel Run Golf Club,LA,Iberia,New Iberia,500 Darby Ln,70560-,http://www.squirrel-run.com,info@squirrel-run.com,318-367-0863,$50.00,$34.00,1988,"40,000 (estimated)",Craig Leleux,Douglas Bulliard,Eric Indest,Open,27
810,Audubon Golf Course,LA,Orleans,New Orleans,473 Walnut St,70118-4848,http://www.auduboninstitute.org/park/index.htm,,504-212-5290,$35.00,$27.00,1898,"36,000 (estimated)",Stan Stopa,Stan Stopa,Walker Sory,Open,18
811,Brechtel Memorial Park Municipal Golf Course,LA,Orleans,New Orleans,3700 Behrman Pl,70114-,,fred83golf@aol.com,504-362-4761,$10.00,$7.75,1965,"40,000 (estimated)",Fred Fredrickson,Fred Fredrickson,Pete Carew,Open,18
812,Championship Course at Bayou Oaks Golf Course,LA,Orleans,New Orleans,1040 Filmore Ave,70124-,http://www.bayouoaksgc.com,,504-483-9396,$18.00,$14.00,1968,N/A,Gordon Digby,Chris Tuohey,Michael Simpson,Open,72
813,English Turn Golf & Country Club,LA,Orleans,New Orleans,One Clubhouse Dr,70131-,,,504-391-8019,$150.00,$150.00,1988,"32,000 (estimated)",Dennis McGrail,Kevin Klein,Scott McKnight,Reciprocal,18
814,Lakeside Course at Bayou Oaks Golf Course,LA,Orleans,New Orleans,1040 Filmore Ave,70124-,http://www.bayouoaksgc.com,,504-483-9396,$14.00,$10.00,1968,N/A,Frank Mackel,Ron Benandi,John Brady,Open,72
815,Lakewood Golf Club,LA,Orleans,New Orleans,4801 General De Gaulle Dr,70131-,http://www.lakewoodgolf.com,lauren@lakewoodgolf.com,504-393-1010,$60.00,$60.00,1962,"32,000 (estimated)",Cynthia Rico,Oliver Thomson,John Thornbar,Open,18
816,Little Course at Bayou Oaks Golf Course,LA,Orleans,New Orleans,1040 Filmore Ave,70124-,http://www.bayouoaksgc.com,,504-483-9396,$11.00,$8.00,1908,N/A,Frank Mackel,Ron Benandi,John Brady,Open,72
817,New Orleans Country Club,LA,Orleans,New Orleans,5024 Pontchartrain Blvd,70118-2650,,,504-482-2145,$45.00,$35.00,1914,N/A,Bobby Crifasi,Pete Mathews,Chris Booty,Closed,18
818,Rabbits Foot Course at Golf Club of New Orleans at Eastover,LA,Orleans,New Orleans,5889 Eastover Dr,70128-3633,,info@eastovercc.com,504-245-7347,$100.00,$100.00,1987,"30,000 (estimated)",Jimmy Headrick,Jimmy Headrick,Gary Brouillette,Open,36
819,Teeth of the Gator Course at Golf Club of New Orleans at Eastover,LA,Orleans,New Orleans,5889 Eastover Dr,70128-3633,,info@eastovercc.com,504-245-7347,$100.00,$100.00,1999,"30,000 (estimated)",Jimmy Headrick,Jimmy Headrick,Gary Brouillette,Open,36
820,Wisner Course at Bayou Oaks Golf Course,LA,Orleans,New Orleans,1040 Filmore Ave,70124-,http://www.bayouoaksgc.com,,504-483-9396,$14.00,$10.00,1968,N/A,Frank Mackel,Ron Benandi,John Brady,Open,72
821,RiceWood Country Club,LA,Allen,Oberlin,Hwy 165 N,70655-,,,318-639-2869,$12.00,$10.00,1969,N/A,Eddie Ray,Margaret Sonnier,Mac Blanchard,Open,18
822,Indian Hills Country Club,LA,Saint Landry,Opelousas,1141 Prudhomme Ln,70570-,,,318-948-9688,$20.00,$20.00,1941,N/A,Grason Taylor,Paul Dellard,Paul Dellard,Reciprocal,18
823,Golf Club at Timber Trails,LA,Rapides,Pineville,8311 Shreveport Hwy,71360-,,,318-640-4030,$12.00,$10.00,1968,N/A,Chris Moore,Chris Moore,Sam Benoit,Open,9
824,Island Country Club,LA,Iberville,Plaquemine,23550 Myrtle Grove Rd,70764-7417,http://www.theislandgolf.com,,225-685-0808,$55.00,$45.00,2000,"27,000 (estimated)",Glen Clouatre,Glen Clouatre,David McCallum,Reciprocal,18
825,Sugarland Country Club,LA,Lafourche,Raceland,800 - 40 Arpent Rd,70394-,,,504-537-6436,$38.00,$30.00,1966,"12,000 (estimated)",Tad Kivett,Tad Kivett,Brent Barker,Open,18
826,Springview Country Club,LA,Tangipahoa,Roseland,64358 Hwy 1054,70456-,,,504-748-9760,$20.00,$15.00,1962,"12,000 (estimated)",Jim Gallagher,Jim Gallagher,Jim Gallagher,Open,18
827,Louisiana Technical Golf Course,LA,Lincoln,Ruston,Hwy 150,71272-2318,,,318-247-8331,$10.00,$10.00,1960,N/A,Bobby Dawling,Bobby Dawling,Richard Harris,Open,9
828,Ruston Golf & Country Club,LA,Lincoln,Ruston,Hwy 167 S,71271-7208,,,318-255-1307,$20.00,$15.00,1923,N/A,Ronnie Nolan,Ronnie Nolan,Charles Windsted,Reciprocal,9
829,Lake Bruin Golf & Country Club,LA,Tensas,Saint Joseph,Rural Route 1,71366-4317,,,318-766-4303,$25.00,$17.50,1968,N/A,Mike Blanchard,Mike Blanchard,Mike Blanchard,Reciprocal,9
830,Champion Links,LA,Caddo,Shreveport,1000 E Preston Ave,71105-2704,,,318-865-7888,$7.00,$7.00,1993,"15,000 (estimated)",Martin Stuart,Martin Stuart,Earl Smith,Open,9
831,East Ridge Country Club,LA,Caddo,Shreveport,1000 Stewart Dr,71106-7438,,,318-868-6571,$70.00,$55.00,1957,"30,000 (estimated)",Madison Pope,Shannon Caverly,Kent McKay,Reciprocal,18
832,Huntington Park Golf Course,LA,Caddo,Shreveport,8300 Pines Rd,71129-4406,,,318-673-7765,$13.00,$12.00,1965,N/A,Ted Boddie,Don Maynerd,Roger Hogan,Open,18
833,Lakeside Park Golf Course,LA,Caddo,Shreveport,2200 Milam St,71103-2648,,,318-673-7782,$5.00,$5.00,1938,"10,000 (estimated)",Charles Criner,Charles Criner,Lorenzo Tyner,Open,9
834,Northwood Country Club,LA,Caddo,Shreveport,5000 Northwood Hills Dr,71107-,,,318-929-2380,$29.50,$21.50,1970,N/A,Michael Mosura,Michael Mosura,Randy Dunlap,Open,18
835,Querbes Park Golf Course,LA,Caddo,Shreveport,3500 Beverly Pl,71104-4605,,,318-673-7773,$13.00,$12.00,1928,N/A,Bill Slack,Bill Slack,Roger Hogan,Open,18
836,Shreveport Country Club,LA,Caddo,Shreveport,3101 Esplanade Ave,71109-,,,318-631-1200,$50.00,$35.00,1909,"22,000 (estimated)",Skip McCright,Lyle Lingenfelter,Dean Crain,Reciprocal,18
837,Southern Trace Country Club,LA,Caddo,Shreveport,200 Sern Trace Pkwy,71106-9319,,contactus@clubcorp.com,318-798-8301,$65.00,$45.00,1989,N/A,Ron Minkler,Cliff Bailey,Scott Poynot,Reciprocal,18
838,Westwood Executive Golf Course,LA,Caddo,Shreveport,5006 Jefferson Paige Rd,71109-5510,,,318-636-3162,$13.00,$12.00,1962,N/A,David Netherton,David Netherton,David Netherton,Open,18
